true_modulation,pred_modulation,modulation_confidence,true_snr_db,pred_snr_db,true_cfo_hz,pred_cfo_hz,true_symbol_rate_hz,pred_symbol_rate_hz
BPSK,BPSK,0.8242770433425903,-10.0,-10.0,-1200.0509775291011,-292.03481399459076,125000.0,200000.0
BPSK,64QAM,0.29868030548095703,-10.0,-9.833333333333334,-1743.5032725826827,-159.0266466973557,142857.14285714287,200000.0
BPSK,BPSK,0.659547746181488,-10.0,-10.0,1784.7738931285958,147.14119314940197,142857.14285714287,142857.14285714287
BPSK,QPSK,0.3006749153137207,-10.0,-9.916666666666666,640.2580601098739,-25.857229493238602,142857.14285714287,142857.14285714287
BPSK,BPSK,0.7421644330024719,-10.0,-9.883333333333333,2680.9187458778906,153.34690206041927,142857.14285714287,125000.0
BPSK,BPSK,0.9732970595359802,-10.0,-9.766666666666667,380.2642470152732,-376.40385534731536,142857.14285714287,142857.14285714287
BPSK,BPSK,0.2112046182155609,-10.0,-9.983333333333333,2402.6975940253324,300.197145731778,200000.0,200000.0
BPSK,BPSK,0.931472659111023,-10.0,-9.933333333333334,-1083.9491765888256,-70.49987029091606,200000.0,200000.0
BPSK,BPSK,0.41827821731567383,-10.0,-9.683333333333334,-1117.0780364257796,287.55170165272904,200000.0,200000.0
BPSK,BPSK,0.889062225818634,-10.0,-9.983333333333333,1205.0453370051328,-147.65957296257275,200000.0,142857.14285714287
BPSK,64QAM,0.3313973844051361,-10.0,-9.966666666666667,-1632.6481265558539,534.5876556150829,200000.0,142857.14285714287
BPSK,BPSK,0.9966854453086853,-5.0,-5.033333333333333,480.1707181233369,-347.3095229084824,50000.0,76923.07692307692
BPSK,BPSK,0.962466299533844,-5.0,-4.9,-1866.5618114732495,-126.90311378815686,50000.0,50000.0
BPSK,BPSK,0.997461199760437,-5.0,-4.866666666666666,290.8983877477817,254.91198392000584,50000.0,50000.0
BPSK,GFSK,0.5372127890586853,-5.0,-4.783333333333333,729.019557755626,439.68748499515425,50000.0,50000.0
BPSK,BPSK,0.9986671209335327,-5.0,-5.033333333333333,-478.8404404761968,-571.5480412657155,50000.0,50000.0
BPSK,BPSK,0.995591402053833,-5.0,-4.8,-31.02193249766242,439.51112831762293,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9959415793418884,-5.0,-5.033333333333333,1053.8353370977384,152.8586716648798,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9427054524421692,-5.0,-4.933333333333334,463.06502697719543,387.6008985602558,76923.07692307692,100000.0
BPSK,BPSK,0.9986692667007446,-5.0,-4.966666666666667,-2989.185878359086,-484.6707236377071,76923.07692307692,76923.07692307692
BPSK,BPSK,0.999213695526123,-5.0,-5.033333333333333,1764.1863646530255,-276.3816744859756,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9838882088661194,-5.0,-5.016666666666667,-1040.73201713238,517.3457765878618,100000.0,76923.07692307692
BPSK,BPSK,0.9993770718574524,-5.0,-5.133333333333334,-2439.3243990322917,-35.091761199193826,100000.0,100000.0
BPSK,BPSK,0.9967733025550842,-5.0,-5.033333333333333,2428.2244353201168,482.962845684557,100000.0,100000.0
BPSK,BPSK,0.9988757967948914,-5.0,-4.916666666666667,-2647.588694906502,-467.66522978705456,100000.0,100000.0
BPSK,BPSK,0.9821946024894714,-5.0,-5.3,-850.6126884517116,-648.7438162840413,100000.0,100000.0
BPSK,BPSK,0.9766325950622559,-5.0,-5.2,-1114.571212692704,198.96870080673682,125000.0,125000.0
BPSK,BPSK,0.983062744140625,-5.0,-5.083333333333333,402.2985501866938,-175.83087231743545,125000.0,125000.0
BPSK,BPSK,0.9815608859062195,-5.0,-5.183333333333334,1645.2729457852492,-332.0740186869337,125000.0,125000.0
BPSK,BPSK,0.9949153661727905,-5.0,-5.15,2750.7864057842035,691.1097154143641,125000.0,100000.0
BPSK,BPSK,0.9771215319633484,-5.0,-5.166666666666667,725.6127912002971,-586.9945976890361,125000.0,125000.0
BPSK,BPSK,0.9916257858276367,-5.0,-5.183333333333334,-2038.3541239915812,133.28530662275713,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9983425140380859,-5.0,-5.216666666666667,-2858.2054279693434,-63.68797520927542,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9987078905105591,-5.0,-5.166666666666667,-1213.7432614748313,-728.443162482738,142857.14285714287,100000.0
BPSK,BPSK,0.9326452016830444,-5.0,-5.333333333333333,1030.955890336228,463.58811009024043,142857.14285714287,142857.14285714287
BPSK,BPSK,0.999128520488739,-5.0,-5.0,-75.82160356493114,-405.64348247982235,142857.14285714287,142857.14285714287
BPSK,BPSK,0.8272821307182312,-5.0,-5.35,-2922.852673530418,264.3910372966404,200000.0,200000.0
BPSK,BPSK,0.8570948243141174,-5.0,-5.15,625.8944806418272,-123.67777238070144,200000.0,142857.14285714287
BPSK,BPSK,0.740156352519989,-5.0,-5.233333333333333,608.2927280424069,-178.9955055898949,200000.0,200000.0
BPSK,BPSK,0.9566619396209717,-5.0,-5.083333333333333,384.1431831932068,391.5974097143667,200000.0,200000.0
BPSK,64QAM,0.4070027470588684,-5.0,-5.0,2510.3811472235802,-92.1975451349619,200000.0,200000.0
BPSK,BPSK,0.9999945163726807,0.0,0.7166666666666667,-1870.4570333858098,-1716.2327896511642,50000.0,50000.0
BPSK,BPSK,0.999996542930603,0.0,0.0,1726.3597579367015,606.7543920277873,50000.0,50000.0
BPSK,BPSK,0.9998268485069275,0.0,0.03333333333333333,834.1575133377983,7.485835326665331,50000.0,50000.0
BPSK,BPSK,0.9999995231628418,0.0,0.16666666666666666,276.36137940385515,902.3817231761132,50000.0,50000.0
BPSK,BPSK,0.999971866607666,0.0,0.6333333333333333,2503.5797978570445,789.9467073102754,50000.0,50000.0
BPSK,BPSK,0.9999915361404419,0.0,0.0,595.8959536174852,623.3664323965306,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999996423721313,0.0,0.03333333333333333,1885.4583712299027,-159.26481219385522,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999998807907104,0.0,0.3,693.049646153202,317.3667426799593,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999978542327881,0.0,0.0,-582.9991468225562,923.2917832366418,76923.07692307692,100000.0
BPSK,BPSK,0.9999994039535522,0.0,0.0,-2593.7138362767564,-632.1807234703659,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999948740005493,0.0,0.016666666666666666,640.8862862052201,10.537995036534886,100000.0,76923.07692307692
BPSK,BPSK,0.9999995231628418,0.0,0.03333333333333333,770.0871741785436,-57.45757459344617,100000.0,100000.0
BPSK,BPSK,0.9999994039535522,0.0,-0.03333333333333333,-1071.9738272788754,-809.2474329267212,100000.0,76923.07692307692
BPSK,BPSK,1.0,0.0,0.0,-971.0829435839355,-313.56479403004664,100000.0,100000.0
BPSK,BPSK,0.9999790191650391,0.0,0.08333333333333333,-2229.933591347679,-934.3802972003879,100000.0,100000.0
BPSK,BPSK,0.9999769926071167,0.0,0.05,-1320.0495348246438,353.7757664208456,125000.0,125000.0
BPSK,BPSK,0.9999884366989136,0.0,0.0,-2496.543666223855,-788.3298854583763,125000.0,125000.0
BPSK,BPSK,0.9999966621398926,0.0,0.43333333333333335,328.6177188990391,-232.82983197167167,125000.0,100000.0
BPSK,BPSK,0.9999984502792358,0.0,0.15,96.49552582639126,282.36175619260973,125000.0,125000.0
BPSK,BPSK,0.999997615814209,0.0,0.05,957.4171984370464,1099.7885470808985,125000.0,125000.0
BPSK,BPSK,0.999980092048645,0.0,-0.016666666666666666,-869.6339124687679,878.1031005077624,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9999715089797974,0.0,0.8,-1087.926201367529,1217.9009513212038,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9999217987060547,0.0,-0.06666666666666667,-2292.9021328536282,-1327.3291019446372,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9996280670166016,0.0,0.11666666666666667,979.1001879435867,851.6786503327041,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9995972514152527,0.0,0.3,-161.97083482206745,250.48664782942848,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9896564483642578,0.0,0.03333333333333333,349.7843816912846,-999.3176856626425,200000.0,200000.0
BPSK,BPSK,0.9981769323348999,0.0,0.43333333333333335,1193.4910299149315,-147.87789574603795,200000.0,200000.0
BPSK,BPSK,0.9988178610801697,0.0,0.03333333333333333,1470.209319885911,681.0991380645078,200000.0,200000.0
BPSK,BPSK,0.9991785883903503,0.0,0.016666666666666666,-1705.2565434952867,-537.6770286326309,200000.0,200000.0
BPSK,BPSK,0.9998918771743774,0.0,0.05,900.9963499241439,891.7076942671794,200000.0,200000.0
BPSK,BPSK,0.9997956156730652,5.0,5.083333333333333,2053.3675783411545,2248.030368183345,50000.0,50000.0
BPSK,BPSK,0.9999996423721313,5.0,5.016666666666667,-937.2867239886336,-1810.845956724153,50000.0,50000.0
BPSK,BPSK,0.9999998807907104,5.0,5.15,626.4036348156346,1602.892948387508,50000.0,50000.0
BPSK,BPSK,0.9999998807907104,5.0,5.4,-543.8337970640082,-663.8854732481657,50000.0,50000.0
BPSK,BPSK,0.9999994039535522,5.0,8.816666666666666,-881.7093973011574,-918.3552627179046,50000.0,50000.0
BPSK,BPSK,1.0,5.0,6.0,-1700.8589903232087,-1554.7090483636741,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,5.0,5.116666666666666,-793.9234515779535,-558.3748843602016,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,5.0,5.05,-2394.1152473641073,-1854.1538388444355,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,5.0,5.05,2486.736732617547,1240.2458912904867,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,5.0,5.0,-1087.307511326523,-1417.5209480475357,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,5.0,5.05,-1567.5313226702908,-1550.162197644811,100000.0,100000.0
BPSK,BPSK,0.9999996423721313,5.0,5.0,1007.8795463910292,1034.2572649702954,100000.0,100000.0
BPSK,BPSK,0.9999998807907104,5.0,7.35,1738.856299653029,1621.2002216047465,100000.0,100000.0
BPSK,BPSK,1.0,5.0,5.083333333333333,-462.32373137044306,627.197218548638,100000.0,100000.0
BPSK,BPSK,1.0,5.0,5.0,1549.4973938909461,1262.769735358042,100000.0,100000.0
BPSK,BPSK,0.9999998807907104,5.0,5.033333333333333,-371.1299380141854,-502.95412178059235,125000.0,125000.0
BPSK,BPSK,0.9999997615814209,5.0,5.0,-1556.2437491173607,-735.4321496573514,125000.0,125000.0
BPSK,BPSK,1.0,5.0,6.083333333333333,-808.2896597792364,-558.3842938336807,125000.0,125000.0
BPSK,BPSK,0.9999996423721313,5.0,5.0,-2741.455856192426,-2225.3733127304786,125000.0,125000.0
BPSK,BPSK,1.0,5.0,5.0,-2817.21115125063,-2086.155428794188,125000.0,125000.0
BPSK,BPSK,0.9999905824661255,5.0,5.633333333333334,-2277.185534256755,-626.5730564607707,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9997822642326355,5.0,5.083333333333333,-1752.8703505683975,-1092.6614434021844,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9999467134475708,5.0,5.05,-989.1897744834275,-815.88155182192,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9998842477798462,5.0,5.066666666666666,2747.0517135537193,1715.2727096503772,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9996458292007446,5.0,5.0,2617.8733455470683,2047.2911498011758,142857.14285714287,142857.14285714287
BPSK,BPSK,0.6887350082397461,5.0,5.033333333333333,2119.881937559996,1270.8611189813005,200000.0,200000.0
BPSK,BPSK,0.9947835803031921,5.0,5.05,-1993.058069206529,-1462.0758397208963,200000.0,200000.0
BPSK,BPSK,0.9999386072158813,5.0,5.0,-1221.9166929108044,-733.6199632199925,200000.0,200000.0
BPSK,BPSK,0.9961559176445007,5.0,5.333333333333333,1307.0061436973883,1126.2895764132545,200000.0,200000.0
BPSK,BPSK,0.996661901473999,5.0,5.0,2103.3075585381303,1491.2991619293236,200000.0,142857.14285714287
BPSK,BPSK,0.9999523162841797,10.0,10.516666666666667,2877.755093108961,2680.982488078878,50000.0,50000.0
BPSK,BPSK,0.9999990463256836,10.0,10.033333333333333,769.8507520463468,804.487723063092,50000.0,50000.0
BPSK,BPSK,0.9999996423721313,10.0,10.0,1435.564773822205,1149.219101512971,50000.0,50000.0
BPSK,BPSK,0.9999979734420776,10.0,10.0,977.7680266130933,1296.4947455660838,50000.0,50000.0
BPSK,BPSK,0.9999971389770508,10.0,10.033333333333333,-1070.9069081505122,-1499.840652186204,50000.0,50000.0
BPSK,BPSK,1.0,10.0,10.033333333333333,296.8293470085546,103.9095552594013,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,10.0,10.0,-228.69841753459423,-337.8951788850263,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999998807907104,10.0,10.0,851.505542420141,861.7067659599718,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,10.0,10.5,-7.986831908989643,-499.62387478706944,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999997615814209,10.0,10.05,-1932.5148096539735,-2202.7071956192176,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,10.0,10.0,-1267.2501059434474,-1055.7354562419425,100000.0,100000.0
BPSK,BPSK,1.0,10.0,10.0,1646.292120471966,1345.0815827019585,100000.0,100000.0
BPSK,BPSK,1.0,10.0,10.033333333333333,912.5887011957266,1603.2471766796762,100000.0,100000.0
BPSK,BPSK,0.9999996423721313,10.0,10.0,1466.651343563496,1435.1639731820208,100000.0,100000.0
BPSK,BPSK,0.999996542930603,10.0,10.0,1621.4487934347135,1956.4296876988033,100000.0,100000.0
BPSK,BPSK,0.9999998807907104,10.0,10.0,-2529.762570466883,-2337.4042493443853,125000.0,125000.0
BPSK,BPSK,0.9999996423721313,10.0,10.0,2372.310162795726,2029.3707874579775,125000.0,125000.0
BPSK,BPSK,0.9999996423721313,10.0,10.016666666666667,2276.5923592302643,2151.066411989414,125000.0,125000.0
BPSK,BPSK,0.9999998807907104,10.0,10.016666666666667,308.25394988829476,725.9937228958189,125000.0,100000.0
BPSK,BPSK,0.9999998807907104,10.0,10.0,-1423.9004493139132,-1431.0798313237733,125000.0,125000.0
BPSK,BPSK,0.9993165731430054,10.0,10.0,-2874.3309350255636,-2018.4520374874528,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9999550580978394,10.0,10.0,-1309.4385795794894,-1056.8063318992672,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9849840998649597,10.0,10.066666666666666,2514.7829457124444,2206.1016681478427,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9998811483383179,10.0,10.1,527.8212997969526,668.1229240679663,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9999914169311523,10.0,10.033333333333333,-434.61274475196115,-788.7870365282344,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9998852014541626,10.0,10.816666666666666,-42.38302686027555,107.73904349321901,200000.0,200000.0
BPSK,64QAM,0.34069547057151794,10.0,9.933333333333334,194.68709909015206,154.4026495541925,200000.0,200000.0
BPSK,BPSK,0.6636232137680054,10.0,10.033333333333333,-474.0437559339398,-761.972135041422,200000.0,200000.0
BPSK,BPSK,0.9982047080993652,10.0,10.0,449.99705281132674,603.7683689770581,200000.0,200000.0
BPSK,64QAM,0.6769335269927979,10.0,10.0,2854.992082024375,2297.88810367316,200000.0,200000.0
BPSK,BPSK,0.9999978542327881,15.0,15.1,2322.0728803106667,2280.8220416394247,50000.0,50000.0
BPSK,BPSK,0.9999951124191284,15.0,15.083333333333334,-2908.3653888981057,-2597.031350471861,50000.0,50000.0
BPSK,BPSK,0.9999852180480957,15.0,15.0,2188.607875938287,2192.130402145281,50000.0,50000.0
BPSK,BPSK,0.9999988079071045,15.0,15.033333333333333,416.8373819686158,328.2398355653734,50000.0,50000.0
BPSK,BPSK,0.9999992847442627,15.0,16.066666666666666,-787.174267912028,-997.8540226624413,50000.0,50000.0
BPSK,BPSK,1.0,15.0,15.0,-1228.4057226629961,-1315.58365480397,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,15.0,15.066666666666666,-805.589666519998,-892.4065448773757,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999998807907104,15.0,15.333333333333334,-388.59175556031005,-399.9969540918955,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999867677688599,15.0,15.05,2677.0978351247704,2531.60686788228,76923.07692307692,76923.07692307692
BPSK,BPSK,0.999972939491272,15.0,15.033333333333333,2961.9411204878734,2685.042999354349,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999998807907104,15.0,15.016666666666667,-2170.9856699969587,-2125.401284994974,100000.0,100000.0
BPSK,BPSK,0.9999977350234985,15.0,15.016666666666667,-2850.4583853893682,-2540.508456525147,100000.0,100000.0
BPSK,BPSK,0.9999998807907104,15.0,15.05,-2541.8700510880317,-2479.245004537883,100000.0,100000.0
BPSK,BPSK,0.9999997615814209,15.0,15.016666666666667,-2293.721520105933,-2324.682961333611,100000.0,100000.0
BPSK,BPSK,0.9999686479568481,15.0,15.016666666666667,2951.9585876489873,2505.376873990947,100000.0,100000.0
BPSK,BPSK,0.9999997615814209,15.0,15.0,-2026.6286548766047,-1940.571037421062,125000.0,125000.0
BPSK,BPSK,0.999997615814209,15.0,15.0,2495.5426468617106,2097.4109625193505,125000.0,125000.0
BPSK,BPSK,1.0,15.0,15.416666666666666,732.4184457170322,668.5248213990485,125000.0,125000.0
BPSK,BPSK,1.0,15.0,15.016666666666667,-871.5992671778131,-1252.8264718704231,125000.0,125000.0
BPSK,BPSK,0.9999732971191406,15.0,15.0,2602.9950539351657,2354.3647163449823,125000.0,142857.14285714287
BPSK,BPSK,0.9999808073043823,15.0,15.083333333333334,350.7342106672231,471.8914639881374,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9448004364967346,15.0,15.0,2921.041659167323,2563.107435372786,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9978949427604675,15.0,15.066666666666666,-361.55829639344756,-633.6690868055373,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9990033507347107,15.0,15.366666666666667,1712.6040087594092,2029.0638348578875,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9703280329704285,15.0,15.016666666666667,-1796.8178599005857,-1758.798943364187,142857.14285714287,142857.14285714287
BPSK,BPSK,0.998580813407898,15.0,14.983333333333333,89.63571597408418,172.87289014506655,200000.0,200000.0
BPSK,BPSK,0.913892388343811,15.0,15.1,2253.9591093790723,2060.9529134619647,200000.0,200000.0
BPSK,BPSK,0.9940415024757385,15.0,15.033333333333333,-2722.877828739413,-2458.2514213091217,200000.0,200000.0
BPSK,BPSK,0.6199128031730652,15.0,15.0,2626.5535564968695,2075.443267054966,200000.0,200000.0
BPSK,BPSK,0.9999158382415771,15.0,15.0,1423.8325517235635,1903.4229860278183,200000.0,142857.14285714287
BPSK,BPSK,0.9999970197677612,20.0,17.9,-412.05927714688823,-358.3641973507798,50000.0,50000.0
BPSK,BPSK,0.999936580657959,20.0,19.6,-2938.608587059979,-2763.4307209600274,50000.0,50000.0
BPSK,BPSK,0.9999971389770508,20.0,20.0,-2349.304061923716,-2362.123867338787,50000.0,50000.0
BPSK,BPSK,0.9999995231628418,20.0,19.433333333333334,-532.387869068255,-581.008402544043,50000.0,50000.0
BPSK,BPSK,0.9999985694885254,20.0,19.983333333333334,1535.692994141873,1505.9309401501423,50000.0,50000.0
BPSK,BPSK,0.9999997615814209,20.0,19.416666666666668,-2303.371583424534,-2309.492625095512,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,20.0,20.0,1184.7835998518349,1259.3793044754289,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999990463256836,20.0,17.483333333333334,2278.003513785442,2191.5071021861568,76923.07692307692,76923.07692307692
BPSK,BPSK,0.9999997615814209,20.0,20.0,1451.4972061884519,1500.259980374369,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,20.0,20.0,132.55263954466636,218.1485342248375,76923.07692307692,76923.07692307692
BPSK,BPSK,1.0,20.0,20.0,-496.93539367145695,-602.5583703235361,100000.0,100000.0
BPSK,BPSK,1.0,20.0,20.0,-880.4660363004714,-1035.2178930509554,100000.0,100000.0
BPSK,BPSK,1.0,20.0,20.0,-415.7579775311833,-572.6832238981293,100000.0,100000.0
BPSK,BPSK,0.9999998807907104,20.0,19.966666666666665,1478.8262217524161,1681.0873304219294,100000.0,100000.0
BPSK,BPSK,0.9999994039535522,20.0,20.0,-2326.722455590092,-2277.914469268659,100000.0,100000.0
BPSK,BPSK,1.0,20.0,20.0,-2238.7435325606384,-2416.626705540481,125000.0,125000.0
BPSK,BPSK,0.9999997615814209,20.0,20.0,1246.0673874022214,1409.2101088146258,125000.0,125000.0
BPSK,BPSK,0.9999995231628418,20.0,20.0,1454.9052700394423,1530.2026495910125,125000.0,125000.0
BPSK,BPSK,0.9999977350234985,20.0,20.0,-2944.736052020573,-2649.9994048764656,125000.0,100000.0
BPSK,BPSK,0.9999189376831055,20.0,16.933333333333334,200.13855732668526,229.19878869237232,125000.0,125000.0
BPSK,BPSK,0.9998866319656372,20.0,20.0,-1079.2801948947692,-1204.9921463808485,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9999604225158691,20.0,20.0,398.6948230881935,506.53175030874337,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9999309778213501,20.0,19.966666666666665,-245.99018194550217,-172.98212418497397,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9985446929931641,20.0,19.983333333333334,-2697.2463083372454,-2474.2527646588846,142857.14285714287,142857.14285714287
BPSK,BPSK,0.9988276362419128,20.0,20.0,2051.373502511551,2429.846289996027,142857.14285714287,142857.14285714287
BPSK,BPSK,0.4576755464076996,20.0,20.0,71.28856419176827,218.89255255050452,200000.0,200000.0
BPSK,64QAM,0.49439677596092224,20.0,20.0,2143.8060053195813,2329.3345248344776,200000.0,200000.0
BPSK,BPSK,0.9886854887008667,20.0,20.0,-1840.9801458080433,-1880.27413373132,200000.0,200000.0
BPSK,BPSK,0.9994489550590515,20.0,19.55,154.66980047741754,270.4207220307787,200000.0,200000.0
BPSK,BPSK,0.9071339964866638,20.0,20.0,-2414.909102187875,-2400.9160500547073,200000.0,200000.0
QPSK,QPSK,0.47225478291511536,-10.0,-5.883333333333334,2048.919350422092,-19.356756655504793,50000.0,50000.0
QPSK,64QAM,0.4005119502544403,-10.0,-9.966666666666667,1960.2817209528912,220.35600028030825,50000.0,50000.0
QPSK,QPSK,0.4526561200618744,-10.0,-9.933333333333334,1239.5080932772653,-367.2524523298936,50000.0,50000.0
QPSK,BPSK,0.7960214614868164,-10.0,-9.883333333333333,1485.9211185566328,-214.15746564417248,50000.0,50000.0
QPSK,QPSK,0.435116708278656,-10.0,-9.9,-1108.8893794877374,548.81222523688,50000.0,50000.0
QPSK,QPSK,0.3321845531463623,-10.0,-9.8,2357.737984278754,163.6914984357102,76923.07692307692,76923.07692307692
QPSK,BPSK,0.4132208526134491,-10.0,-10.0,-1140.21746897279,-72.84644603579943,76923.07692307692,76923.07692307692
QPSK,BPSK,0.5477495789527893,-10.0,-9.866666666666667,2290.626485089868,-32.047078902969005,76923.07692307692,76923.07692307692
QPSK,QPSK,0.5351129174232483,-10.0,-8.35,1094.279669066385,95.76543829649603,76923.07692307692,50000.0
QPSK,BPSK,0.794963002204895,-10.0,-7.9,1269.0633048797981,-162.27194853061468,76923.07692307692,100000.0
QPSK,8PSK,0.304837167263031,-10.0,-9.6,1962.562842080155,-395.94678669448285,100000.0,125000.0
QPSK,8PSK,0.3344942331314087,-10.0,-9.966666666666667,-207.8896975456655,-65.22681929409542,100000.0,76923.07692307692
QPSK,QPSK,0.3560144603252411,-10.0,-10.0,2620.1936084882227,-417.2916047839642,100000.0,100000.0
QPSK,BPSK,0.31717395782470703,-10.0,-9.983333333333333,2401.5925029171703,156.30257934882567,100000.0,76923.07692307692
QPSK,64QAM,0.2850598096847534,-10.0,-9.816666666666666,-2117.720724349549,121.32363379598517,100000.0,100000.0
QPSK,64QAM,0.31407371163368225,-10.0,-9.983333333333333,890.0046066304617,394.4604246343432,125000.0,100000.0
QPSK,QPSK,0.22345978021621704,-10.0,-9.933333333333334,172.555003474738,171.32292652125682,125000.0,76923.07692307692
QPSK,64QAM,0.4709126949310303,-10.0,-9.75,-1791.4145487782994,-125.1989305779044,125000.0,125000.0
QPSK,BPSK,0.41252338886260986,-10.0,-9.966666666666667,-2035.2809728313232,126.28135141939663,125000.0,100000.0
QPSK,BPSK,0.5555241703987122,-10.0,-9.983333333333333,-2102.366540440241,-495.9372248724763,125000.0,100000.0
QPSK,BPSK,0.395132452249527,-10.0,-9.85,1369.1818278131295,484.6426367904395,142857.14285714287,200000.0
QPSK,64QAM,0.3497608006000519,-10.0,-9.7,-526.4873351188994,135.45280811984045,142857.14285714287,125000.0
QPSK,BPSK,0.7845056056976318,-10.0,-9.966666666666667,-2855.932011038664,113.50258393070118,142857.14285714287,142857.14285714287
QPSK,BPSK,0.36475691199302673,-10.0,-8.533333333333333,-1242.504744372033,293.28421359884044,142857.14285714287,200000.0
